merchant_id,merchant_name,medium,purchase_date,category,status,description
$2a$04$JLC4D5xYFMkewztmAhIJQu7dxWsf3ucBdn0Qy4ah6.Wd0479fYFFm,Tekfly,balance,15-11-2023,food,cancelled,Bitwolf
$2a$04$7lypSmMnQd2swJPwHeoUvefiMFPbtTd.NJ5iHWwzKqjKd62zcwu/u,Eamia,balance,14-02-2024,entertainment,pending,Bitwolf
$2a$04$MrRgIghmHMuptbeKnB0Vj.uVQU/D//mcS2NWXX4RmH2FmoWPoZob.,Skippad,balance,23-10-2023,food,pending,Ronstring
$2a$04$goBvZgdfB9.cJUle.ZcmP.7fe9d1Tf4SOUpS2hl6Jk0wQETaGb03q,Plajo,rewards,14-01-2024,healthcare,pending,Quo Lux
$2a$04$ZRZlIyWiUpotl4/KcC6P0eFqLMmrEBhyBwzRLf/GL0KlTC7eGdcl6,Dynabox,balance,18-06-2023,healthcare,pending,Overhold
$2a$04$t40ljnQdAhech/m3oCEYn.c.vvNB7H6SpKqaIfrzHjaSp1a/sAVdS,Oyoyo,balance,06-07-2023,shopping,cancelled,Vagram
$2a$04$/jGMZSkiwmOLrjasGXNt/erJjokc8HIzUSGwFbwt1713Nf5ZyRo36,Babbleset,balance,14-12-2023,food,pending,Zontrax
$2a$04$EauXE7HiR7Gj/bUoSzwpf.AOdSMhi96Pg5Pr3g2kDoloshAsfAtqi,Midel,balance,18-04-2024,entertainment,pending,Lotlux
$2a$04$dY.3wTaJPAmeY.a8uuzsyue9fygjAEESsipNc4GU2flyK0jOnAeK2,Photobean,balance,12-01-2024,healthcare,pending,Flexidy
$2a$04$CVChOIjE4naLCbmMDctqoek6wWQn.18TrqhFTzrI5gTdwLcBY7Po2,Eire,balance,23-11-2023,entertainment,pending,Stronghold
$2a$04$L.jzNh0fzbNsTQojIsPsUuwH6GLyFceR2afjTs1L.Z5XMUgORUZAC,Fliptune,balance,08-06-2023,food,pending,Mat Lam Tam
$2a$04$cW.jZ5Aq39eaxciwYhHq5u29P.OEw2FW/DVVRoPDqWJb/qUfUmuUS,Edgetag,rewards,01-06-2023,entertainment,pending,Stim
$2a$04$EJb8GD2jtdwbayIQ7uG0TObk44XHOHIn6nk9cCCNkFSEwDbg1WI0G,Izio,balance,09-09-2023,shopping,cancelled,Viva
$2a$04$2ub.HQPEJsNQ0oftq.aGLOCjoyAo2rEtLsNiv98vcmJ5Y1XNCVBlC,Photojam,balance,17-08-2023,healthcare,pending,Stringtough
$2a$04$9E1tv/s8YDFYgA1dJZBMXOy8YFRPSByIntEVBDABnQRbhB1pEOS8q,Tanoodle,rewards,24-10-2023,entertainment,pending,Bigtax
$2a$04$OSLQ9OzZj85EhxukE8VvVOAzDudcolviMUPR2cFSLVKRaJpxKiih2,Twitterbeat,balance,17-05-2023,food,pending,Prodder
$2a$04$vdXSBVREgf9NGbcwqIyaOeyl9L2pBEDiQRmfFBfleUmk4uE/RDBj6,Quire,rewards,18-10-2023,food,pending,Tres-Zap
$2a$04$YOeuhx.gVluRD1S0YFXNCu9TS.mzkEn9fy2yYr.bfAt/4QRXEtoV6,Yakitri,balance,12-05-2023,entertainment,pending,Tres-Zap
$2a$04$3pT1R6HfSswe9Z96cVxlXOrHdgYYHA4GIZNAjIlFrTzOW5o9mGoyG,Dablist,balance,11-05-2023,food,pending,Redhold
$2a$04$4BLBIDmgi2xqqr14u2RnpORcxmgmavoHmtXi7uperUkPVKERfJagW,Thoughtbridge,balance,03-04-2024,food,pending,Overhold
$2a$04$wj8r2EogzVUWsS/VTiJBGO5hwa.T5cmR2TVC/sh5exg39Ex4Q.taS,Jamia,balance,03-12-2023,entertainment,cancelled,Sub-Ex
$2a$04$9VSe510samVNNG4Nlj6FReSFMO2GTEwEGRvmK4XIh5X9HoopLWeFC,Demizz,balance,20-06-2023,food,pending,Greenlam
$2a$04$IxT9woMWXLiWQkSHCWzaoO.nBjsX5DfMx0dB/STms84lUB/MM23nu,Rhycero,balance,15-10-2023,food,cancelled,Ventosanzap
$2a$04$IQ.KKMpOds7Npk/JcJk03.wllNwy0StI5DMCXWSmfRbNFdFcayS8y,Wordify,balance,28-08-2023,shopping,pending,Lotlux
$2a$04$CFaQXE3Y5009mwMef.B30OXIo8j8OrtaBE69lAo2VeAKv6iBWUVjS,Myworks,balance,06-12-2023,entertainment,cancelled,Treeflex
$2a$04$JQSaNNniRT2PH/UAHbU5NO0VKClX.T.tS2s8Kc/UEzxDd5ePZKPpK,Aivee,balance,17-04-2024,entertainment,pending,Treeflex
$2a$04$GQuUyMDiD.9gnY6XHQoPyuR9tTYQQ.jMBoMhF2KRp1N/1Uj5Wx5dS,Tazz,balance,03-07-2023,food,cancelled,Andalax
$2a$04$nIvNmfAzvqJT4eN50yXHLuFnRCRxtNe0KLYIP59u7bgtpcABPETQq,Oodoo,balance,03-02-2024,healthcare,pending,Lotlux
$2a$04$/2We0LDPCuja9c3gtFX1sOMPiI7K9l39n4qakCQ08oGQ5lmp6dy8q,Omba,balance,06-06-2023,food,completed,Viva
$2a$04$.nkvw.F.ul4wkLqVvrDL3ORfrdzFPjeg3m5twbyF/mIg7NejdR/dG,Ailane,balance,26-10-2023,entertainment,pending,Andalax
$2a$04$Wgd6.NlUPW7P6SmEJ1DaVuCnsllQOHaXE3NSded.jRdgOow9n.JDq,Jatri,rewards,27-02-2024,food,pending,Regrant
$2a$04$pxNxbznI4EBp0t4BZc7QCOb79sEWludwvuh1.jMP2xHuPcvk10aPW,Kwinu,rewards,08-05-2023,entertainment,completed,Vagram
$2a$04$bWz7QVUjHBZmVVLRKgm8Y.F3282kCkdJNVB.ziwXHnXNMfS1vFuF2,Thoughtstorm,balance,03-01-2024,food,pending,Zamit
$2a$04$AV.SZbHZGY2ROwtnWGnSyOywPnVDUPLTsYrdegLsK29Aj0E.EeQnG,Cogibox,balance,28-05-2023,healthcare,pending,Kanlam
$2a$04$ePFU2lZEAVXjAA7g8.YcE.Prv/xqvttTf/PHK1p/4tnGCa65fJUiC,Aimbo,balance,28-01-2024,food,pending,Alpha
$2a$04$VGVlDKCjfMpFTdYWciI9vuHyBlEZHKOaFp1FuErNd9SHc/.JILDOi,Jayo,balance,23-02-2024,food,cancelled,Subin
$2a$04$glm1Rc1g4e.Qkq5qgs9mQ.h9Xw1/ka8TZpC6JbAJ3aMUZ3Orrz/Tu,Trudoo,balance,30-09-2023,food,pending,Fixflex
$2a$04$7bZs.LnswwdsIAwFztxn2e6PV1rTUEHQbfsEJaydGVf5.CO9X0wDG,Voomm,balance,20-10-2023,entertainment,pending,Rank
$2a$04$nNHcAqVLN6yryCvOWlg7lOQQ/x/qSmB85YnRzh99VV3quRtXahIlC,Aibox,balance,11-02-2024,food,pending,Holdlamis
$2a$04$c2glvek5qZwmBiEjohtNfuMsCxxB0bnRb8YUVimXqc5CKzHFBmi..,Camido,balance,25-11-2023,entertainment,pending,Home Ing
$2a$04$Pq5GYQJORL6Ic2Sf50A37um7U.XJmFNNbszDXBqMGyrXqCfC8HsGS,Eayo,balance,19-03-2024,healthcare,pending,Otcom
$2a$04$xTUDMZwct5RyhikxV9Q9OeXEzD7w7hjusZ82zZflYYNLubQgP6L2S,Skipfire,balance,24-01-2024,food,pending,Latlux
$2a$04$BL/gE9DBTxYf7bBu1bzIpeqtnzzIzKby53OfMOluiMslZ0QRLLim.,Mita,balance,24-11-2023,shopping,pending,Cardify
$2a$04$W/gvapsLFCHvJibcz6CLWe4GydNGlv6mebtxhyh7FiZWCY8IphOfO,Dabshots,balance,05-01-2024,food,pending,Tempsoft
$2a$04$dTRDbeee5Ex1Q/RelhUg8.b7XVuBmcmJuoNsP6wPJzG2EHBTPPbn6,Wikido,rewards,11-09-2023,shopping,pending,Cookley
$2a$04$.xPTwthofEG0TarwvAFlHujekvFD4GurKLM7kvtK7pRxXtel9utBS,Dazzlesphere,balance,07-07-2023,shopping,pending,Bitwolf
$2a$04$wLXg/VZSNMzVr.S2DSoi0.QlCCxNOEa6Xzhs24EYSH4B6SuGki3u2,Topiczoom,rewards,25-04-2023,entertainment,pending,Mat Lam Tam
$2a$04$gGGTtvu7I0q7HwnMVFc9OOJL5eg2./uJ5CDzrm4Tw5s36Z1N/fzm2,Tazzy,balance,23-12-2023,food,pending,Zontrax
$2a$04$EEMrSMf.n8jXEaMtEIaQs.eNjb1CalCI3sB56JIJw79mmW8h5mXMO,Livepath,rewards,18-08-2023,food,cancelled,Stim
$2a$04$8GJLSKMw0/0PNoEUJBJdYeNeB.83p0gVyiZpSjfvhfaQ4Oob10DLm,Vinte,balance,19-10-2023,food,pending,Hatity
$2a$04$YnE8a2EnYsP3Bxjiow2k8eZwniS6MCZREPTn2OoY2FDf1NgSukVF6,Jabberbean,balance,06-04-2024,entertainment,pending,Alphazap
$2a$04$qc5u7B8DZeUYysqJMice1uzHr.Eu5MWJD4bO5I9hCAlZY56cre9Cq,Blogtags,balance,02-05-2023,entertainment,pending,Treeflex
$2a$04$m2sCjlFl2ykOqgi6/7xU/uwmx5.gmLp2YkNOfo4AcwJRTM0X2CBca,Devcast,balance,20-12-2023,food,pending,Wrapsafe
$2a$04$LnubFk75kzqLgKJozhzijeiRK/FQEl4v44zmgmtOMLqDI5LFzsQSO,Thoughtworks,balance,29-02-2024,entertainment,pending,Treeflex
$2a$04$UQxPm5tNaGqT107Fo7q6jOw0FvIQ9pSFmspU.g3Vorq7LvOgwblmG,Browsetype,rewards,14-05-2023,healthcare,pending,Bitchip
$2a$04$/qsRtLXCLWzy5yuXdxWBReOLztebpVYQFkTEp9bODfhnIciPpiNl6,Twinte,balance,25-07-2023,entertainment,pending,Andalax
$2a$04$FglUdvnuHVKFxMli5/vbK.8lVVy04o3wygsiHwuAHCtfTT.Fz4Fdi,Innojam,balance,13-01-2024,food,pending,Fintone
$2a$04$ApXq2muAAILGjOWMBgn8qOlr/rt27txHL0cqYBi5UA7i5uopIMlk2,Omba,rewards,29-03-2024,entertainment,pending,Flowdesk
$2a$04$Qr8W9TUrj9Y3hykymVQgzeQqqJwTJv9esZ6Vw44XlCY1Sak7IOHtK,Buzzster,balance,05-07-2023,shopping,pending,Sonair
$2a$04$YQFBqonesk23Wqr2wEUDreKxK/lVkayUUH1vCVYsW7WagXk7kwPxG,Divavu,balance,04-04-2024,healthcare,completed,Fintone
$2a$04$fYLtPExPicH0juISVsV8b.eSE46XKeSq3KJx2nhmNiSxIYld8cjEe,Zazio,balance,07-08-2023,entertainment,pending,Bytecard
$2a$04$teiEY2nRHMxRRaVEne0l6OfyZDFqsgQnCRvtYyBtjkwbGChkr9yWG,Eazzy,balance,30-05-2023,food,pending,Redhold
$2a$04$6ed5QgU33Ky5M6.Wva2BwOweIdJMGcbQ7wAS/ORifdCuzTdhInP3W,Kazu,balance,20-04-2023,entertainment,pending,Voyatouch
$2a$04$UuGql.Op.hj32dbon/39oO7evYBNyWKRCfW3z1Tu.U416c.01gWBG,Babbleset,balance,26-12-2023,food,pending,Vagram
$2a$04$4LD8hRd5hE.EUN865ySOAeeB7mmy5L8vy4k7VRnp4jJwK9NJvPkSK,Tazz,balance,09-10-2023,entertainment,pending,Opela
$2a$04$MsStb4t3pcGtFkTG7iSeC.AjekfWt2YdiBX26TZJN.M26H.ajKA..,Leenti,balance,02-10-2023,food,pending,Temp
$2a$04$3q8KJfgz8aSQOJ9ONq1kGe59nDs7JSFxbJpYrYCL/cCszC4HbDtdm,Flashspan,balance,14-12-2023,food,pending,Fix San
$2a$04$fWZZWZvvihvbLP0vhTDme.Ij7TbvMcwqlZnAYIysLyFr5FY.XIQ26,Browsezoom,balance,06-03-2024,shopping,pending,Job
$2a$04$L3ZUahcld1foGkW/dRkMe.bIz65OgulK2tK3e6h/mo/hQ3tzeSic6,Edgepulse,balance,03-04-2024,shopping,pending,Alphazap
$2a$04$8REwGRTowXhmzY.ORsemTeayFKIvPzFKLyOiQUIKzlUgys.ECqqdu,Thoughtstorm,balance,08-09-2023,shopping,pending,Wrapsafe
$2a$04$Id3vJFJKQZ6iEHrJCaM4FuMi8rLtUmMhTBt/4fg8MHU0e0DPYEX0K,Zoomcast,balance,06-06-2023,food,pending,Temp
$2a$04$XtFyxR8qjiOAd1NOLXwM0.C83V32MVO9zX4yRZQD3ntI8HLtS8bhm,Yodo,balance,01-05-2023,food,pending,Hatity
$2a$04$InsTwZzuAEw8VDZ0HgvDg.uX2s8BmftO8CEQHjV1Ix1P.nsULoqAG,Zoozzy,balance,05-01-2024,healthcare,pending,Tempsoft
$2a$04$D5z00NaKyQirdwo7Ao6HOutJHQOXHZ2XFC3gyKonVt8D2gnFjSvOK,Izio,balance,02-04-2024,healthcare,pending,Tampflex
$2a$04$zq3jG8DcxseEV.t166ffdO841ECtcS.8i08Z0dVFl1ZgeUJ8Z8ChW,Jamia,balance,27-01-2024,entertainment,pending,Solarbreeze
$2a$04$JLhkGAFquK1lDKQUk36p.uExD5kfpvrO2jL14iHOL//is0SNzMz2K,Avamm,balance,10-12-2023,food,pending,It
$2a$04$xuDhlagMnaHjeEot0y7sfOgvO52MzxnqoRWU7J89zy6ey1BK4IbLS,Blogspan,balance,04-02-2024,entertainment,pending,Voyatouch
$2a$04$iKBNiGemWQ63zutxlUB3/e8oJPoBk3Xxrlyn4Esi7.9UxArOC4drK,Meevee,balance,16-04-2024,food,pending,Span
$2a$04$vAP/pIz4bYPL6spNpj5u6.CWJN2PgcbyL.rV5Fzg8.PjrJj7oVjgW,Edgeblab,balance,09-03-2024,food,cancelled,Stronghold
$2a$04$reKuEIVXBvSFYPi1w7N5iOQPPkgsMhiXBCUYYLUmLjWEhvkTXOEPO,Fiveclub,balance,12-09-2023,food,pending,Sub-Ex
$2a$04$tLlUtRXsmTsdCn1SqHok5eTffRsZexQLDzXNNVlMY13LveLsJKEOC,Oyonder,balance,21-09-2023,healthcare,pending,Pannier
$2a$04$.Z1zisAXWmQJIwyJn9sr7usuZ6RzhtMwzzGSlJNe4H7t3NCztK1mW,Avavee,rewards,09-08-2023,shopping,pending,Subin
$2a$04$w5zugpQ6sr463FpHYeTkmOtk6Ze4R6X99wW62TKajmEO27u4jPeQm,Skipfire,balance,20-03-2024,entertainment,pending,Mat Lam Tam
$2a$04$zYyltZjq/.WFeOjf6VLJWuZwzN7wC1ztpoFbbCeeWLh4iImXk7XKu,Chatterbridge,balance,26-02-2024,shopping,pending,Flowdesk
$2a$04$qLVh5Su.gXXgtuo889dtNub.GxXAux44dNI0ChfGtcRg9mmSpYGra,Zooveo,balance,04-07-2023,food,pending,Bitchip
$2a$04$AMPzM/ffLAbhpZ94S0n6ROJPCYJ1yfWMOzWJbiDeYrUEeUPp7r6DO,Zoombeat,balance,29-04-2023,entertainment,pending,Bitchip
$2a$04$d9876BJHnpkJG5AJhbxfVeu7idFdEkWdvkaEFXqyRYRwaIH41HqUq,Podcat,balance,16-07-2023,food,pending,Bitchip
$2a$04$SkRPbTWxnVkSYkrwJX3BNOFU9xVr2qdKKGUqUis8LlwObZaRGvZOK,Cogibox,balance,04-01-2024,entertainment,pending,Vagram
$2a$04$VdivfmQnfj0SieIABT2/4uNTITHNVM2EBZ/npQ.drENvYVggLgxfu,Thoughtsphere,balance,30-05-2023,food,pending,Zaam-Dox
$2a$04$q9dqtPFQex2U9DXDWVpNnugrGvsb11fJ5pr88Ig4eVBGpuKfc1nRm,Plajo,balance,27-09-2023,entertainment,pending,Duobam
$2a$04$aVG6jr2JYyaoOBjX7e2xEew2tlYNYq.ExbZn8dyDoJYlkbkXlagB.,Babbleblab,balance,26-10-2023,healthcare,pending,Veribet
$2a$04$Ih3XCkDs/XgEVFp4F8Ftf.MwTg6AxYcBCTpMdzK18eenJlQPFwoqK,Jayo,balance,01-07-2023,food,pending,Keylex
$2a$04$ng11BH9X.JIjQain/7ZW6uTBKf3y6wYR99AABkv8xqI3qG0Qy6Mqm,Vinte,balance,23-12-2023,entertainment,pending,Redhold
$2a$04$xWpRKXM44z4/Mb8BS5iQAeVdmA13/BXuz8HMqHXSDk4JA6n/eVKUq,Tagtune,balance,16-04-2024,food,pending,Span
$2a$04$Ud6CWQSTKymSCyL388f4KeUCXXECYQutsTU9ohTHx2Z3El5kb1AmC,Roodel,balance,17-10-2023,food,pending,Kanlam
$2a$04$RhAkWAIWfofmUQgFp6aH0e3na001IJ4Jv2FXCFEAnV5B4ICsPDZni,Browsecat,rewards,16-10-2023,food,pending,Wrapsafe
$2a$04$nfjm3JUcgAachNpjNmQEfurd5RXqyKc8CHVGTVmgtdow8hiEL.dre,Feedspan,balance,27-05-2023,entertainment,pending,Voltsillam
$2a$04$vZ/EUEgnKEi8APviZcxvaOf1IN4grpP0GukPKvOjYhCXnSQeoNoe6,Pixonyx,balance,28-11-2023,healthcare,pending,Zoolab
$2a$04$G29lIYZLxyCZJZNiw6u4B.6g17N3Fnt6APlU.Cx660z7QPDY7gJCS,Ailane,balance,21-10-2023,food,pending,Voltsillam
$2a$04$l/dz4kV0hePqehD0OG0vve1TlCMwJmApAxS5P1IkgDRLhN3mH0MU6,Aibox,balance,03-02-2024,entertainment,pending,Hatity
$2a$04$ikZikdCO8EKqEFw9u4oBPeUEHmGdy9xHvTrUCMUOyoHcZbzC2JVfG,Devbug,balance,30-11-2023,food,pending,Cardify
$2a$04$IS13Vm34GWssj4EdzGXPsOr74dWpF.FO8myJ7Mny6VHYl5opvBXuq,Mudo,balance,16-01-2024,shopping,pending,Asoka
$2a$04$nsvA2heR.DP3WENPM1j/bO7UuaFH5wYhhm2A9ulRfX5gcOdAMqwFm,Skyble,balance,12-08-2023,shopping,pending,Tin
$2a$04$ueurTuNydZabh3SjUm9Mt.X8Fse44dcX4fb/91gSaRlLyAKj6uJfy,Jabberbean,balance,16-06-2023,food,pending,Voyatouch
$2a$04$ZW2u4QHCU.0Ec3feBqeNauCPETd13g87Jhgc6IpdAXnaP.SIb6bLW,Kimia,balance,20-11-2023,healthcare,pending,Namfix
$2a$04$M0HAxdaoc5Q7gNIMeirGwuksb/3NsoerpE9brqqehR/IQ72QRsqZa,Skiba,balance,06-02-2024,healthcare,pending,Tres-Zap
$2a$04$bXKdE9vk4VOv1sEGMtWoreSi3JTS2oGdFCwjQd5VcS5tFxU/55jxK,Midel,balance,17-04-2024,food,pending,Stim
$2a$04$zZ2PPtzoYYGY1hvFSO/HgOLDtlxZtuf0GCHjO8HQZh78RXwjPrHB2,Gevee,balance,02-02-2024,entertainment,pending,Transcof
$2a$04$p9YkZtb/.HCxxIXhDzyhzOmCFRGhuGipr5fYLP0SyIzyxslChSmr2,Skiba,balance,21-03-2024,food,pending,Greenlam
$2a$04$ZAJ92t.qU8WtDefuM9bvpu2hhHH4VnKVjsJ9cdHPD9J.ezATGYVFi,Devbug,balance,03-11-2023,healthcare,pending,Flowdesk
$2a$04$V2KuKishwDFGyRLC/KMxXuEUICem9UI9c2oqV2RnEOkxcdvuWhAmS,Gevee,balance,05-09-2023,entertainment,pending,Zamit
$2a$04$YHEuzHGNqkpFwtHrd8yo0.yOBvli0nMN/we1kdrs/TKWueYiyUUm2,Devpoint,balance,14-12-2023,food,pending,Namfix
$2a$04$4mVckSOCxkH0CcaVH4kX4u6a2NpyEr1soKuBZlAcubMtvkN0C7fr6,Realbridge,balance,15-09-2023,food,pending,Tempsoft
$2a$04$9PQHgbMzKeJFApATqn/U8uYihWjKasbmCapiXfv4ZvVt/CFeiuV5G,Jabbercube,balance,07-06-2023,shopping,pending,Mat Lam Tam
$2a$04$StEKPw3sVyiHEfzVJ4chuu2IVjJuT5ZNLMcXHJJFefpWrAF8BXwWq,Skiptube,balance,20-12-2023,shopping,pending,Tempsoft
$2a$04$Z9JkwW0rctFrz.6o4neJOuLlPv5UL.RccRTFfl18PSr2m4p7oERq6,Jaloo,balance,11-12-2023,entertainment,pending,Rank
$2a$04$cXpZpyeY2.UVWJ6MpMaTgO9Y.Tm/37jjl8toZ1mPOtoOvwsf9SmJS,Blogtags,balance,24-01-2024,healthcare,pending,Fix San
$2a$04$QGv.p53xmeZ.Ax.dxpbmIe7bdX3.CnFEaf229nl4WxVvCZYvvxBOC,Quatz,balance,20-03-2024,entertainment,pending,Voyatouch
$2a$04$wqjxt6zuCMRL3wdu.4.XKO/8sJ7tDT.QgmY85plnUMnm98htOyoYW,Thoughtbeat,balance,05-02-2024,food,pending,Home Ing
$2a$04$oebB6XOlM5IEeDDtsn30su4R7iMMSGyJ.KexGD9GwSkvciJJ.mlg.,Quinu,rewards,29-04-2023,food,pending,Fintone
$2a$04$UxwKgKXD6m4Be7mzQ7r9O.w5RfyNm84xga904Yjj5uZb.sAzgAZD.,Riffpedia,balance,14-01-2024,shopping,pending,It
$2a$04$i9i0MQnkGUUYyvXJXjl09uSSCC7JjPbKYIsfEElrQzzfvx1sO/Uv.,BlogXS,balance,04-04-2024,shopping,pending,Latlux
$2a$04$L8xfweXNFCOx7ofQNEBL/uyyRFe7zp6RFY5wZ4CilwIGJCF1qKLrO,Lazz,rewards,29-12-2023,food,pending,Prodder
$2a$04$XrsTJ1lb/2PLa20OOd8HZe48cOb3dx9XYFrrzE/bI9KlIsQgpLvOS,Devshare,balance,04-11-2023,food,pending,Zoolab
$2a$04$gKER9zmBYj/KboQSZ9qQNe8VNTkFIlwl.gwpo7VDqy2zIvwpv69Ea,Wordpedia,balance,17-03-2024,entertainment,completed,Bigtax
$2a$04$WIP/wXnUzjo0a4w2mWXWt.6Gl.9e5TgnMN5sQnPTgVjKQxBnfmhEq,Trupe,balance,31-08-2023,food,pending,Namfix
$2a$04$5oblYM/e3ZQO26Kj57cI6OFEENM7x7UEuB6r0gEDd49qQU95ZNQrW,Voolith,balance,01-05-2023,entertainment,pending,Bitchip
$2a$04$fAtHVUjxjS.BWKxjSGQK1.SNezkceNZ/bIr9/1O5svjM2vB8.1r5C,Rooxo,balance,26-03-2024,food,pending,Cardify
$2a$04$edFucsMvYqa/EXL.p2W/n.pf8rHrB/GzQuSeKyZVVGJPWKVg6ko8W,Katz,balance,15-06-2023,food,pending,Kanlam
$2a$04$GX/eKtmDhdDF.7L1vP.wye9czIb/jbWxhdd84uRB6U4wHrnlMiDm6,Feedfish,balance,17-10-2023,shopping,pending,Trippledex
$2a$04$HzPV5M5neD7LpuTp97guWetEheJOitGQ5fp8OgxiIgHhJDdiEcWsC,Buzzster,balance,29-01-2024,shopping,pending,Fix San
$2a$04$8QZ3a6XWXzH9.6jucfwbDeGetvumXDcOnaWMzpdcCVCDNwBp6E3ha,Thoughtbridge,balance,17-04-2024,food,pending,Sonsing
$2a$04$nISKEF8I/UI/sQmm0RIUXO/E6CcZ5MdJbs4VqzJLN4jL3jnqJuGMS,Leenti,balance,03-01-2024,entertainment,pending,Zamit
$2a$04$fUFFcbiwPJvfJEcXciV/Du4cdj8nelGSkf.jVO1NIZL0oa8Lt9AuK,Quimm,balance,16-03-2024,healthcare,pending,Voyatouch
$2a$04$XTpGlZE2caOcZpe3kz3A.etoUTSSJL5BiwdT3Xh4l0viGs3e.FaLq,Jazzy,balance,25-07-2023,food,pending,Voltsillam
$2a$04$adTQlANF4FCiQdZEtk7u3OEqAPfr823cChDqAaLGUn9RJUldRlLIm,Browsebug,balance,02-08-2023,shopping,pending,Aerified
$2a$04$w4ludHZF9HdSAnNpU.rCsO01ziy2b/Wv.32bBOPAJXZ/cp4vHTgrO,DabZ,balance,15-08-2023,healthcare,pending,Domainer
$2a$04$CVrAvk28zjjFMEO/oAV6O.CZdt7xO/9tGpx47LIk2hDgovfJhwmxO,Skibox,balance,10-12-2023,entertainment,completed,Bitchip
$2a$04$EHH1oVG8D5wa7U8Ocl2Xn.lCpWuaTTsjJChljvxMGAc2D/dOiGNEa,Zooveo,balance,16-08-2023,food,pending,Tres-Zap
$2a$04$gwt1viXDz5Sc2eW1/en30.Lb56RJJrKnOtBHOhQ.TfbQ9VfIUo0xa,Avamm,balance,11-12-2023,healthcare,pending,Matsoft
$2a$04$ZnDrh3wNv7zvwlYF2JJrx.2Jd/YzXbHONaV3HtW9/UWnjb2Apk6NS,Meedoo,balance,08-02-2024,healthcare,pending,Y-Solowarm
$2a$04$lbWQAx3TjTxMl2mgxcxxauvwSisfrqZF0dAvDtGAi1Oxt3rZOJgMy,Twitterbeat,balance,28-08-2023,entertainment,pending,Ventosanzap
$2a$04$0Hz51Xpv20.DxDzfG2ysUOoKOKCpVo6Cn/E5TUiEcBTdfzLTI89W.,Ozu,balance,23-12-2023,food,pending,Konklux
$2a$04$ZKp6l4cN.3lfEUdi8cGxhuzKkWioWeya9iiPWNn4EMR4C3wi9Y8pC,Flipopia,balance,30-03-2024,healthcare,pending,Stim
$2a$04$cfTS87K/JnIa7dxeaF8Q1OTwOt9zjH.rLQx5Rq6S9Yx4TTEErgloi,Zoomcast,rewards,05-03-2024,food,pending,Lotlux
$2a$04$o5HmTqhmDq8bTJ5wYVh4/eE7Pjkk2KerzSzCCokJfGG8AwwvE7oLy,Rhyloo,balance,23-11-2023,healthcare,pending,Prodder
$2a$04$bX54ITyLnSEOPq26R6T/4eySrma88g0yq81LLSr70qh.Lpm.p2MSO,Youspan,rewards,16-03-2024,food,pending,Transcof
$2a$04$B29U1las.L1bQ8CmnkD5UOwAjj4fb/g59/HPtjwW965oiEOhJ9UHS,Zooveo,rewards,02-10-2023,food,pending,Ronstring
$2a$04$rZH.0RUu5Vm4JIKDSZa8y.v.lmc59.mCaIvT5Bo0Iffw4v7LZyKf6,Yoveo,rewards,15-03-2024,shopping,pending,Home Ing
$2a$04$q8MFQmN4BaxCU5.Na.KX3uHzbOVBIyDmZSA1a/wrhbz6g394S9tpW,Dynabox,balance,31-08-2023,shopping,pending,Domainer
$2a$04$v8RXYY.vQk2dpeVriYSH5.JYEf7UlAQ.nyn.oOw0CVYnQDTgyypoO,Kwinu,balance,13-07-2023,healthcare,pending,Hatity
$2a$04$WO082JqpeBQNnxt7needXuaFVHm3jducUoUHtuWO7HdERxHqdKdBy,Tanoodle,balance,16-10-2023,food,pending,Temp
$2a$04$Mrqh71y4Kacnz6pT39HjZunIf5RTQQpPBQfGlNyjKGB76nlUZQzxu,Izio,rewards,04-11-2023,healthcare,pending,Lotlux
$2a$04$On.uEOLdNL6ZjW6vqRW4Ze0pRJ27z7/amwxw3aYaWZ8KdKtXGIOqW,Gabtype,balance,22-10-2023,food,pending,Fix San
$2a$04$VPxJAxT6Yr3zQFEx/Ka7z.rJzCVO.7ebUesJyDGr29fwFE2a2W2Tu,Photospace,balance,16-11-2023,entertainment,pending,It
$2a$04$MoPedHh85JesHh5.n736fe368SZKYbIe/n5ik7vfxDMTsCPbBIryu,Kimia,balance,30-10-2023,healthcare,pending,Y-Solowarm
$2a$04$6vtgn6/OmKe.pipNPvOV9Oa/UyJIPcf8oOog6eAtUxvm1QwyO1LJe,Leexo,balance,05-02-2024,entertainment,pending,Daltfresh
$2a$04$BHEjmZ..hZOXX6ZLJxGITunDzYkkekN.a5AioUp1j9pBzO74YS8dC,Kwimbee,balance,04-01-2024,shopping,pending,Biodex
$2a$04$bW0W0eVSvDjwH5V3qhq5LuSwXgZsfLAN0q/kYPEg7SuepLXhaGF7O,Edgeclub,balance,21-07-2023,healthcare,pending,Stronghold
$2a$04$zKv7EpwdNi0AHmoadko8EuMXTrM8knAGYFU2amUa0SwFnwAkfJjyq,Rhynoodle,balance,28-04-2023,shopping,pending,Stringtough
$2a$04$LviDIFnq7xbSF3iO8j/Cg.P0NtPSXWa/laJA82ZC3XOrP32p.g7PK,Cogilith,balance,08-05-2023,shopping,pending,Fix San
$2a$04$Lon8NaVYNbiua/bjeaUm3O9Kye2yJPcyOvItbdbqt5oA6Sawfjlae,Trudoo,balance,14-03-2024,food,pending,Fix San
